EmployeeNumber,Gender,Hourly Rate,JobRole,JobRole_lower,New_job_role,JobSatisfaction,JobSatisfaction_new,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsSinceLastPromotion,Job_role_first,upper_job,M or F,Job_id
1321,Female,95,Manager,manager,Manager,1,2.5,1,Yes,23,4,0,Man,MAN,F,MAN1321F
1322,Male,32,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,0,No,11,3,1,Man,MAN,M,MAN1322M
1324,Female,57,Sales Executive,sales executive,Sales Executive,3,7.5,1,Yes,19,3,9,Sal,SAL,F,SAL1324F
1329,Male,40,Sales Executive,sales executive,Sales Executive,2,5,1,No,13,3,11,Sal,SAL,M,SAL1329M
1331,Female,54,Sales Representative,sales representative,Sales Representative,2,5,1,Yes,11,3,2,Sal,SAL,F,SAL1331F
1333,Male,89,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,4,No,12,3,1,Lab,LAB,M,LAB1333M
1334,Male,37,Manager,manager,Manager,3,7.5,0,Yes,13,3,2,Man,MAN,M,MAN1334M
1336,Female,58,Manager,manager,Manager,3,7.5,4,No,14,3,9,Man,MAN,F,MAN1336F
1338,Male,99,Manager,manager,Manager,2,5,6,No,14,3,7,Man,MAN,M,MAN1338M
1340,Male,74,Research Scientist,research scientist,Research Scientist,3,7.5,9,No,16,3,0,Res,RES,M,RES1340M
1344,Male,86,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,0,No,11,3,1,Hea,HEA,M,HEA1344M
1346,Male,98,Research Scientist,research scientist,Research Scientist,4,10,1,No,13,3,8,Res,RES,M,RES1346M
1349,Female,66,Sales Executive,sales executive,Sales Executive,1,2.5,0,No,17,3,1,Sal,SAL,F,SAL1349F
1350,Male,87,Research Scientist,research scientist,Research Scientist,3,7.5,1,Yes,11,3,1,Res,RES,M,RES1350M
1352,Male,84,Manager,manager,Manager,2,5,1,Yes,11,3,0,Man,MAN,M,MAN1352M
1355,Female,31,Sales Executive,sales executive,Sales Executive,1,2.5,3,No,15,3,1,Sal,SAL,F,SAL1355F
1356,Female,66,Sales Executive,sales executive,Sales Executive,1,2.5,1,No,12,3,9,Sal,SAL,F,SAL1356F
1358,Male,67,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,3,No,11,3,1,Lab,LAB,M,LAB1358M
1360,Female,53,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,7,Yes,14,3,5,Man,MAN,F,MAN1360F
1361,Male,88,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,3,No,22,4,0,Lab,LAB,M,LAB1361M
1362,Female,83,Sales Executive,sales executive,Sales Executive,1,2.5,2,No,16,3,6,Sal,SAL,F,SAL1362F
1363,Male,54,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,1,No,11,3,0,Man,MAN,M,MAN1363M
1364,Female,98,Sales Representative,sales representative,Sales Representative,4,10,8,No,14,3,0,Sal,SAL,F,SAL1364F
1367,Female,82,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,3,No,16,3,0,Man,MAN,F,MAN1367F
1368,Female,97,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,15,3,0,Lab,LAB,F,LAB1368F
1369,Female,60,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,0,No,12,3,0,Lab,LAB,F,LAB1369F
1371,Male,43,Sales Executive,sales executive,Sales Executive,4,10,3,No,20,4,0,Sal,SAL,M,SAL1371M
1372,Male,85,Sales Executive,sales executive,Sales Executive,3,7.5,6,Yes,17,3,3,Sal,SAL,M,SAL1372M
1373,Male,68,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,4,Yes,12,3,15,Man,MAN,M,MAN1373M
1374,Female,92,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,20,4,0,Res,RES,F,RES1374F
1375,Female,89,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,5,No,20,4,11,Hea,HEA,F,HEA1375F
1377,Male,86,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,4,No,13,3,7,Lab,LAB,M,LAB1377M
1379,Female,90,Sales Representative,sales representative,Sales Representative,4,10,7,No,14,3,0,Sal,SAL,F,SAL1379F
1380,Female,67,Sales Executive,sales executive,Sales Executive,3,7.5,0,Yes,18,3,3,Sal,SAL,F,SAL1380F
1382,Male,57,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,11,3,0,Res,RES,M,RES1382M
1383,Female,98,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,1,No,11,3,4,Hea,HEA,F,HEA1383F
1387,Male,48,Sales Executive,sales executive,Sales Executive,1,2.5,1,No,11,3,0,Sal,SAL,M,SAL1387M
1389,Male,98,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,1,Yes,15,3,6,Man,MAN,M,MAN1389M
1390,Male,44,Sales Executive,sales executive,Sales Executive,4,10,3,Yes,12,3,1,Sal,SAL,M,SAL1390M
1391,Male,52,Sales Executive,sales executive,Sales Executive,2,5,2,No,11,3,3,Sal,SAL,M,SAL1391M
1392,Female,75,Research Scientist,research scientist,Research Scientist,4,10,3,Yes,14,3,3,Res,RES,F,RES1392F
1394,Male,54,Research Scientist,research scientist,Research Scientist,3,7.5,7,Yes,15,3,1,Res,RES,M,RES1394M
1395,Male,61,Sales Executive,sales executive,Sales Executive,4,10,6,No,13,3,1,Sal,SAL,M,SAL1395M
1396,Male,36,Sales Executive,sales executive,Sales Executive,2,5,0,Yes,13,3,1,Sal,SAL,M,SAL1396M
1397,Male,71,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,3,No,21,4,0,Hea,HEA,M,HEA1397M
1399,Male,93,Sales Executive,sales executive,Sales Executive,3,7.5,2,No,11,3,1,Sal,SAL,M,SAL1399M
1401,Female,59,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,2,Yes,11,3,0,Man,MAN,F,MAN1401F
1402,Female,73,Research Scientist,research scientist,Research Scientist,3,7.5,1,Yes,14,3,1,Res,RES,F,RES1402F
1403,Female,98,Sales Executive,sales executive,Sales Executive,4,10,1,Yes,11,3,4,Sal,SAL,F,SAL1403F
1405,Female,51,Research Scientist,research scientist,Research Scientist,3,7.5,1,Yes,13,3,7,Res,RES,F,RES1405F
1407,Male,36,Research Scientist,research scientist,Research Scientist,4,10,0,No,12,3,1,Res,RES,M,RES1407M
1408,Female,31,Manager,manager,Manager,1,2.5,0,No,14,3,0,Man,MAN,F,MAN1408F
1409,Female,54,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,9,No,13,3,0,Lab,LAB,F,LAB1409F
1411,Female,94,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,4,No,18,3,0,Lab,LAB,F,LAB1411F
1412,Male,60,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,2,No,11,3,2,Man,MAN,M,MAN1412M
1415,Male,81,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,4,No,11,3,0,Lab,LAB,M,LAB1415M
1417,Male,100,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,0,No,12,3,0,Lab,LAB,M,LAB1417M
1419,Male,51,Human Resources,human resources,Human Resources,1,2.5,1,No,13,3,0,Hum,HUM,M,HUM1419M
1420,Male,97,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,3,No,20,4,1,Lab,LAB,M,LAB1420M
1421,Female,84,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,0,Yes,12,3,7,Hea,HEA,F,HEA1421F
1422,Female,54,Research Director,research director,Research Leader,4,10,6,No,19,3,12,Res,RES,F,RES1422F
1423,Female,76,Research Director,research director,Research Leader,1,2.5,3,Yes,21,4,1,Res,RES,F,RES1423F
1424,Male,81,Research Director,research director,Research Leader,4,10,2,No,13,3,0,Res,RES,M,RES1424M
1425,Female,99,Sales Executive,sales executive,Sales Executive,2,5,3,Yes,16,3,0,Sal,SAL,F,SAL1425F
1427,Female,50,Sales Representative,sales representative,Sales Representative,3,7.5,1,No,12,3,0,Sal,SAL,F,SAL1427F
1428,Female,73,Sales Executive,sales executive,Sales Executive,1,2.5,7,No,14,3,0,Sal,SAL,F,SAL1428F
1430,Female,93,Research Director,research director,Research Leader,2,5,3,No,11,3,1,Res,RES,F,RES1430F
1431,Male,91,Research Scientist,research scientist,Research Scientist,1,2.5,5,No,14,3,1,Res,RES,M,RES1431M
1433,Female,34,Research Scientist,research scientist,Research Scientist,2,5,1,No,12,3,0,Res,RES,F,RES1433F
1434,Male,91,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,0,No,14,3,1,Lab,LAB,M,LAB1434M
1435,Male,37,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,16,3,1,Lab,LAB,M,LAB1435M
1436,Female,98,Sales Executive,sales executive,Sales Executive,1,2.5,4,No,13,3,0,Sal,SAL,F,SAL1436F
1438,Male,74,Research Scientist,research scientist,Research Scientist,4,10,7,No,12,3,1,Res,RES,M,RES1438M
1439,Male,68,Sales Representative,sales representative,Sales Representative,1,2.5,3,No,12,3,2,Sal,SAL,M,SAL1439M
1440,Male,84,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,0,No,14,3,1,Lab,LAB,M,LAB1440M
1441,Female,90,Research Scientist,research scientist,Research Scientist,1,2.5,2,No,22,4,1,Res,RES,F,RES1441F
1443,Female,82,Research Director,research director,Research Leader,3,7.5,3,No,19,3,5,Res,RES,F,RES1443F
1445,Female,42,Sales Executive,sales executive,Sales Executive,3,7.5,1,Yes,12,3,0,Sal,SAL,F,SAL1445F
1446,Male,97,Sales Executive,sales executive,Sales Executive,4,10,4,No,12,3,0,Sal,SAL,M,SAL1446M
1447,Female,86,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,5,No,17,3,0,Lab,LAB,F,LAB1447F
1448,Male,90,Research Scientist,research scientist,Research Scientist,3,7.5,2,Yes,12,3,0,Res,RES,M,RES1448M
1449,Male,81,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,3,No,11,3,0,Lab,LAB,M,LAB1449M
1453,Male,31,Sales Executive,sales executive,Sales Executive,4,10,1,No,18,3,9,Sal,SAL,M,SAL1453M
1457,Male,52,Sales Executive,sales executive,Sales Executive,4,10,4,No,11,3,4,Sal,SAL,M,SAL1457M
1458,Female,54,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,2,Yes,23,4,0,Lab,LAB,F,LAB1458F
1459,Female,100,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,1,No,11,3,4,Man,MAN,F,MAN1459F
1460,Male,95,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,2,Yes,18,3,0,Hea,HEA,M,HEA1460M
1461,Female,96,Human Resources,human resources,Human Resources,2,5,9,No,18,3,0,Hum,HUM,F,HUM1461F
1464,Male,94,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,6,Yes,13,3,2,Lab,LAB,M,LAB1464M
1465,Male,55,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,4,Yes,18,3,1,Man,MAN,M,MAN1465M
1466,Male,96,Sales Executive,sales executive,Sales Executive,1,2.5,4,No,11,3,2,Sal,SAL,M,SAL1466M
1467,Female,52,Human Resources,human resources,Human Resources,3,7.5,1,No,15,3,2,Hum,HUM,F,HUM1467F
1468,Male,55,Research Director,research director,Research Leader,2,5,2,No,11,3,4,Res,RES,M,RES1468M
1469,Male,84,Sales Executive,sales executive,Sales Executive,1,2.5,0,No,18,3,1,Sal,SAL,M,SAL1469M
1471,Male,90,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,3,No,14,3,0,Lab,LAB,M,LAB1471M
1472,Male,39,Research Director,research director,Research Leader,2,5,4,No,12,3,8,Res,RES,M,RES1472M
1473,Male,96,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,2,No,14,3,1,Hea,HEA,M,HEA1473M
1474,Male,68,Research Scientist,research scientist,Research Scientist,3,7.5,2,No,14,3,1,Res,RES,M,RES1474M
1475,Male,49,Research Scientist,research scientist,Research Scientist,2,5,1,No,13,3,1,Res,RES,M,RES1475M
1477,Male,54,Sales Executive,sales executive,Sales Executive,1,2.5,0,No,14,3,0,Sal,SAL,M,SAL1477M
1478,Male,81,Sales Executive,sales executive,Sales Executive,1,2.5,3,No,18,3,3,Sal,SAL,M,SAL1478M
1479,Male,96,Sales Executive,sales executive,Sales Executive,3,7.5,8,No,15,3,2,Sal,SAL,M,SAL1479M
1480,Female,74,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,13,3,5,Lab,LAB,F,LAB1480F
1481,Female,79,Sales Executive,sales executive,Sales Executive,3,7.5,7,No,12,3,0,Sal,SAL,F,SAL1481F
1482,Male,64,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,13,3,0,Res,RES,M,RES1482M
1483,Male,93,Research Scientist,research scientist,Research Scientist,3,7.5,0,No,24,4,2,Res,RES,M,RES1483M
1484,Male,35,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,3,No,14,3,0,Hea,HEA,M,HEA1484M
1485,Male,71,Research Director,research director,Research Leader,1,2.5,7,No,14,3,6,Res,RES,M,RES1485M
1486,Male,92,Sales Representative,sales representative,Sales Representative,3,7.5,3,No,15,3,1,Sal,SAL,M,SAL1486M
1487,Female,51,Sales Executive,sales executive,Sales Executive,2,5,5,No,11,3,0,Sal,SAL,F,SAL1487F
1489,Female,40,Sales Executive,sales executive,Sales Executive,2,5,0,Yes,23,4,10,Sal,SAL,F,SAL1489F
1492,Male,76,Sales Representative,sales representative,Sales Representative,3,7.5,1,No,13,3,0,Sal,SAL,M,SAL1492M
1494,Male,89,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,2,Yes,11,3,0,Lab,LAB,M,LAB1494M
1495,Female,78,Sales Representative,sales representative,Sales Representative,2,5,1,No,13,3,0,Sal,SAL,F,SAL1495F
1496,Male,86,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,5,Yes,18,3,2,Man,MAN,M,MAN1496M
1497,Male,77,Sales Executive,sales executive,Sales Executive,3,7.5,1,No,14,3,0,Sal,SAL,M,SAL1497M
1499,Male,46,Human Resources,human resources,Human Resources,3,7.5,0,No,21,4,1,Hum,HUM,M,HUM1499M
1501,Male,30,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,0,Yes,16,3,1,Hea,HEA,M,HEA1501M
1502,Female,82,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,8,No,11,3,0,Lab,LAB,F,LAB1502F
1503,Female,78,Sales Executive,sales executive,Sales Executive,3,7.5,3,Yes,17,3,1,Sal,SAL,F,SAL1503F
1504,Male,38,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,7,No,11,3,0,Lab,LAB,M,LAB1504M
1506,Male,72,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,14,3,0,Res,RES,M,RES1506M
1507,Male,55,Sales Executive,sales executive,Sales Executive,1,2.5,0,No,14,3,1,Sal,SAL,M,SAL1507M
1509,Female,43,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,4,No,25,4,1,Lab,LAB,F,LAB1509F
1513,Female,97,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,0,No,13,3,0,Lab,LAB,F,LAB1513F
1514,Male,96,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,1,No,14,3,1,Man,MAN,M,MAN1514M
1515,Male,69,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,2,Yes,17,3,0,Hea,HEA,M,HEA1515M
1516,Male,64,Manager,manager,Manager,4,10,2,No,25,4,0,Man,MAN,M,MAN1516M
1520,Female,87,Manager,manager,Manager,4,10,3,No,20,4,1,Man,MAN,F,MAN1520F
1522,Male,100,Research Scientist,research scientist,Research Scientist,1,2.5,6,No,13,3,0,Res,RES,M,RES1522M
1523,Male,32,Research Director,research director,Research Leader,1,2.5,3,No,13,3,14,Res,RES,M,RES1523M
1525,Female,32,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,4,No,18,3,2,Man,MAN,F,MAN1525F
1527,Female,51,Manager,manager,Manager,2,5,8,No,12,3,5,Man,MAN,F,MAN1527F
1529,Female,91,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,1,No,19,3,3,Hea,HEA,F,HEA1529F
1533,Male,97,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,0,No,14,3,1,Lab,LAB,M,LAB1533M
1534,Male,86,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,3,No,14,3,1,Lab,LAB,M,LAB1534M
1535,Male,64,Sales Executive,sales executive,Sales Executive,3,7.5,1,Yes,14,3,8,Sal,SAL,M,SAL1535M
1537,Female,33,Research Scientist,research scientist,Research Scientist,3,7.5,1,No,12,3,7,Res,RES,F,RES1537F
1539,Male,88,Research Director,research director,Research Leader,4,10,1,Yes,13,3,13,Res,RES,M,RES1539M
1541,Male,55,Sales Representative,sales representative,Sales Representative,3,7.5,0,Yes,25,4,5,Sal,SAL,M,SAL1541M
1542,Male,68,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,4,No,14,3,0,Lab,LAB,M,LAB1542M
1543,Male,47,Research Scientist,research scientist,Research Scientist,4,10,1,No,17,3,3,Res,RES,M,RES1543M
1544,Female,39,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,3,No,13,3,0,Hea,HEA,F,HEA1544F
1545,Male,44,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,1,No,13,3,0,Man,MAN,M,MAN1545M
1546,Male,97,Research Scientist,research scientist,Research Scientist,4,10,4,No,20,4,0,Res,RES,M,RES1546M
1547,Male,40,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,2,Yes,14,3,13,Hea,HEA,M,HEA1547M
1548,Male,47,Sales Executive,sales executive,Sales Executive,1,2.5,0,No,12,3,7,Sal,SAL,M,SAL1548M
1549,Male,79,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,Yes,12,3,5,Lab,LAB,M,LAB1549M
1550,Male,38,Manager,manager,Manager,4,10,1,Yes,21,4,7,Man,MAN,M,MAN1550M
1551,Male,57,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,0,No,14,3,0,Lab,LAB,M,LAB1551M
1552,Male,72,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,3,Yes,18,3,2,Hea,HEA,M,HEA1552M
1553,Male,66,Healthcare Representative,healthcare representative,Healthcare Representative,2,5,1,No,12,3,7,Hea,HEA,M,HEA1553M
1554,Female,98,Sales Representative,sales representative,Sales Representative,3,7.5,0,No,23,4,4,Sal,SAL,F,SAL1554F
1555,Female,67,Research Scientist,research scientist,Research Scientist,2,5,3,No,12,3,2,Res,RES,F,RES1555F
1556,Male,70,Sales Representative,sales representative,Sales Representative,4,10,3,Yes,21,4,1,Sal,SAL,M,SAL1556M
1557,Female,96,Sales Executive,sales executive,Sales Executive,3,7.5,8,No,14,3,7,Sal,SAL,F,SAL1557F
1558,Male,91,Research Scientist,research scientist,Research Scientist,3,7.5,6,No,18,3,0,Res,RES,M,RES1558M
1560,Male,46,Sales Executive,sales executive,Sales Executive,1,2.5,2,No,13,3,2,Sal,SAL,M,SAL1560M
1562,Male,64,Sales Executive,sales executive,Sales Executive,1,2.5,1,No,11,3,6,Sal,SAL,M,SAL1562M
1563,Male,71,Human Resources,human resources,Human Resources,3,7.5,3,No,11,3,1,Hum,HUM,M,HUM1563M
1564,Male,68,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,19,3,1,Lab,LAB,M,LAB1564M
1568,Male,33,Sales Executive,sales executive,Sales Executive,2,5,3,No,12,3,1,Sal,SAL,M,SAL1568M
1569,Female,69,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,Yes,12,3,0,Lab,LAB,F,LAB1569F
1572,Female,78,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,0,No,16,3,1,Man,MAN,F,MAN1572F
1573,Male,81,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,4,No,11,3,1,Man,MAN,M,MAN1573M
1574,Male,62,Research Scientist,research scientist,Research Scientist,1,2.5,4,No,14,3,1,Res,RES,M,RES1574M
1576,Female,65,Research Scientist,research scientist,Research Scientist,1,2.5,8,No,12,3,7,Res,RES,F,RES1576F
1577,Male,35,Research Scientist,research scientist,Research Scientist,4,10,1,No,13,3,0,Res,RES,M,RES1577M
1578,Male,60,Manager,manager,Manager,4,10,1,No,21,4,2,Man,MAN,M,MAN1578M
1580,Male,45,Research Scientist,research scientist,Research Scientist,4,10,9,No,17,3,2,Res,RES,M,RES1580M
1581,Female,89,Research Scientist,research scientist,Research Scientist,4,10,1,No,21,4,0,Res,RES,F,RES1581F
1582,Male,80,Sales Executive,sales executive,Sales Executive,2,5,0,No,11,3,7,Sal,SAL,M,SAL1582M
1583,Female,90,Sales Executive,sales executive,Sales Executive,2,5,2,No,12,3,1,Sal,SAL,F,SAL1583F
1585,Female,73,Sales Executive,sales executive,Sales Executive,3,7.5,6,No,13,3,0,Sal,SAL,F,SAL1585F
1586,Male,87,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,Yes,18,3,1,Lab,LAB,M,LAB1586M
1587,Female,51,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,3,Yes,16,3,0,Hea,HEA,F,HEA1587F
1588,Male,38,Sales Executive,sales executive,Sales Executive,3,7.5,2,No,11,3,7,Sal,SAL,M,SAL1588M
1590,Male,87,Healthcare Representative,healthcare representative,Healthcare Representative,4,10,1,No,19,3,1,Hea,HEA,M,HEA1590M
1591,Male,59,Manager,manager,Manager,3,7.5,4,Yes,16,3,0,Man,MAN,M,MAN1591M
1592,Male,45,Research Scientist,research scientist,Research Scientist,3,7.5,2,No,16,3,2,Res,RES,M,RES1592M
1594,Male,80,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,3,Yes,13,3,0,Lab,LAB,M,LAB1594M
1595,Male,93,Manager,manager,Manager,4,10,8,No,22,4,0,Man,MAN,M,MAN1595M
1596,Male,46,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,1,No,17,3,6,Lab,LAB,M,LAB1596M
1597,Male,92,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,No,14,3,7,Hea,HEA,M,HEA1597M
1598,Female,84,Sales Executive,sales executive,Sales Executive,1,2.5,1,No,15,3,1,Sal,SAL,F,SAL1598F
1599,Male,87,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,5,No,12,3,0,Lab,LAB,M,LAB1599M
1601,Male,63,Laboratory Technician,laboratory technician,Laboratory Technician,4,10,1,No,18,3,0,Lab,LAB,M,LAB1601M
1602,Male,56,Manager,manager,Manager,1,2.5,1,No,15,3,0,Man,MAN,M,MAN1602M
1604,Male,51,Laboratory Technician,laboratory technician,Laboratory Technician,2,5,1,Yes,17,3,0,Lab,LAB,M,LAB1604M
1605,Female,85,Research Scientist,research scientist,Research Scientist,3,7.5,1,Yes,14,3,1,Res,RES,F,RES1605F
1606,Male,41,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,2,Yes,15,3,12,Hea,HEA,M,HEA1606M
1607,Female,35,Research Scientist,research scientist,Research Scientist,4,10,3,No,17,3,0,Res,RES,F,RES1607F
1608,Female,31,Research Director,research director,Research Leader,4,10,0,Yes,14,3,1,Res,RES,F,RES1608F
1609,Male,48,Research Scientist,research scientist,Research Scientist,2,5,1,No,12,3,1,Res,RES,M,RES1609M
1611,Female,50,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,Yes,14,3,1,Lab,LAB,F,LAB1611F
1612,Male,52,Sales Executive,sales executive,Sales Executive,1,2.5,1,No,15,3,4,Sal,SAL,M,SAL1612M
1613,Male,54,Sales Executive,sales executive,Sales Executive,1,2.5,7,No,13,3,0,Sal,SAL,M,SAL1613M
1614,Female,76,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,9,Yes,12,3,1,Man,MAN,F,MAN1614F
1615,Male,42,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,1,No,13,3,7,Man,MAN,M,MAN1615M
1617,Female,84,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,14,3,1,Lab,LAB,F,LAB1617F
1618,Male,76,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,2,No,13,3,7,Man,MAN,M,MAN1618M
1619,Male,67,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,1,No,11,3,0,Lab,LAB,M,LAB1619M
1621,Male,48,Research Scientist,research scientist,Research Scientist,1,2.5,1,No,11,3,1,Res,RES,M,RES1621M
1622,Female,39,Manufacturing Director,manufacturing director,Manufacturing Leader,1,2.5,0,No,21,4,0,Man,MAN,F,MAN1622F
1623,Male,97,Research Scientist,research scientist,Research Scientist,4,10,1,No,18,3,2,Res,RES,M,RES1623M
1624,Female,70,Sales Representative,sales representative,Sales Representative,4,10,1,Yes,12,3,0,Sal,SAL,F,SAL1624F
1625,Female,98,Manager,manager,Manager,3,7.5,3,No,11,3,1,Man,MAN,F,MAN1625F
1627,Male,76,Laboratory Technician,laboratory technician,Laboratory Technician,3,7.5,0,No,15,3,0,Lab,LAB,M,LAB1627M
1628,Female,80,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,1,No,13,3,14,Man,MAN,F,MAN1628F
1630,Female,52,Healthcare Representative,healthcare representative,Healthcare Representative,3,7.5,1,No,12,3,2,Hea,HEA,F,HEA1630F
1631,Male,85,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,3,No,17,3,0,Man,MAN,M,MAN1631M
1633,Female,81,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,0,No,13,3,3,Man,MAN,F,MAN1633F
1635,Female,59,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,1,No,19,3,3,Man,MAN,F,MAN1635F
1638,Female,54,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,3,Yes,19,3,0,Man,MAN,F,MAN1638F
1639,Male,55,Sales Executive,sales executive,Sales Executive,1,2.5,9,No,17,3,6,Sal,SAL,M,SAL1639M
1640,Female,71,Research Scientist,research scientist,Research Scientist,2,5,1,No,11,3,7,Res,RES,F,RES1640F
1641,Female,84,Manufacturing Director,manufacturing director,Manufacturing Leader,4,10,6,Yes,15,3,3,Man,MAN,F,MAN1641F
1642,Male,37,Human Resources,human resources,Human Resources,4,10,4,Yes,11,3,0,Hum,HUM,M,HUM1642M
1644,Male,89,Manager,manager,Manager,4,10,2,No,25,4,2,Man,MAN,M,MAN1644M
1645,Male,59,Sales Executive,sales executive,Sales Executive,4,10,6,Yes,14,3,2,Sal,SAL,M,SAL1645M
1646,Female,32,Research Scientist,research scientist,Research Scientist,4,10,1,Yes,13,3,1,Res,RES,F,RES1646F
1647,Female,86,Research Scientist,research scientist,Research Scientist,3,7.5,7,No,17,3,0,Res,RES,F,RES1647F
1648,Male,87,Research Scientist,research scientist,Research Scientist,4,10,2,No,13,3,1,Res,RES,M,RES1648M
1649,Male,73,Laboratory Technician,laboratory technician,Laboratory Technician,1,2.5,3,Yes,14,3,0,Lab,LAB,M,LAB1649M
1650,Male,42,Sales Executive,sales executive,Sales Executive,3,7.5,9,No,11,3,1,Sal,SAL,M,SAL1650M
1651,Female,42,Healthcare Representative,healthcare representative,Healthcare Representative,1,2.5,4,No,12,3,0,Hea,HEA,F,HEA1651F
1653,Male,77,Manufacturing Director,manufacturing director,Manufacturing Leader,3,7.5,1,No,17,3,0,Man,MAN,M,MAN1653M
1654,Male,66,Manufacturing Director,manufacturing director,Manufacturing Leader,2,5,4,No,21,4,1,Man,MAN,M,MAN1654M
1655,Female,72,Research Director,research director,Research Leader,2,5,3,No,16,3,1,Res,RES,F,RES1655F
